line_no,raw_no,time_raw,raw,is_standard_format,module,level,pid,tid,client_ip,client_port,error_code,message,is_valid,validation_errors,time
400,[Sun Jul 13 10:39:12.404475 2025] [proxy:warn] [pid 3968:tid 139858118944512] [client 1.12.228.33:43356] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sql/scripts/setup.php,Sun Jul 13 10:39:12.404475 2025,[Sun Jul 13 10:39:12.404475 2025] [proxy:warn] [pid 3968:tid 139858118944512] [client 1.12.228.33:43356] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sql/scripts/setup.php,True,proxy,warn,3968,139858118944512,1.12.228.33,43356,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sql/scripts/setup.php,True,,2025-07-13 10:39:12.404475
401,[Sun Jul 13 10:39:12.535447 2025] [proxy:warn] [pid 3967:tid 139857783367424] [client 1.12.228.33:44436] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.1.2/scripts/setup.php,Sun Jul 13 10:39:12.535447 2025,[Sun Jul 13 10:39:12.535447 2025] [proxy:warn] [pid 3967:tid 139857783367424] [client 1.12.228.33:44436] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.1.2/scripts/setup.php,True,proxy,warn,3967,139857783367424,1.12.228.33,44436,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.1.2/scripts/setup.php,True,,2025-07-13 10:39:12.535447
402,[Sun Jul 13 10:39:12.667894 2025] [proxy:warn] [pid 3968:tid 139857867294464] [client 1.12.228.33:45442] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /PHPMYADMIN/scripts/setup.php,Sun Jul 13 10:39:12.667894 2025,[Sun Jul 13 10:39:12.667894 2025] [proxy:warn] [pid 3968:tid 139857867294464] [client 1.12.228.33:45442] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /PHPMYADMIN/scripts/setup.php,True,proxy,warn,3968,139857867294464,1.12.228.33,45442,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /PHPMYADMIN/scripts/setup.php,True,,2025-07-13 10:39:12.667894
403,[Sun Jul 13 10:39:12.794014 2025] [proxy:warn] [pid 3969:tid 139858009839360] [client 1.12.228.33:46340] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /php/scripts/setup.php,Sun Jul 13 10:39:12.794014 2025,[Sun Jul 13 10:39:12.794014 2025] [proxy:warn] [pid 3969:tid 139858009839360] [client 1.12.228.33:46340] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /php/scripts/setup.php,True,proxy,warn,3969,139858009839360,1.12.228.33,46340,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /php/scripts/setup.php,True,,2025-07-13 10:39:12.794014
404,[Sun Jul 13 10:39:12.927528 2025] [proxy:warn] [pid 3969:tid 139857993053952] [client 1.12.228.33:47268] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpmyadmin/scripts/setup.php,Sun Jul 13 10:39:12.927528 2025,[Sun Jul 13 10:39:12.927528 2025] [proxy:warn] [pid 3969:tid 139857993053952] [client 1.12.228.33:47268] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpmyadmin/scripts/setup.php,True,proxy,warn,3969,139857993053952,1.12.228.33,47268,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpmyadmin/scripts/setup.php,True,,2025-07-13 10:39:12.927528
405,[Sun Jul 13 10:39:13.059895 2025] [proxy:warn] [pid 3969:tid 139857976268544] [client 1.12.228.33:48420] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.0.2/scripts/setup.php,Sun Jul 13 10:39:13.059895 2025,[Sun Jul 13 10:39:13.059895 2025] [proxy:warn] [pid 3969:tid 139857976268544] [client 1.12.228.33:48420] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.0.2/scripts/setup.php,True,proxy,warn,3969,139857976268544,1.12.228.33,48420,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.0.2/scripts/setup.php,True,,2025-07-13 10:39:13.059895
406,[Sun Jul 13 13:32:19.656397 2025] [proxy:warn] [pid 4214:tid 139857590466304] [client 182.122.145.49:54239] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /boaform/admin/formLogin,Sun Jul 13 13:32:19.656397 2025,[Sun Jul 13 13:32:19.656397 2025] [proxy:warn] [pid 4214:tid 139857590466304] [client 182.122.145.49:54239] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /boaform/admin/formLogin,True,proxy,warn,4214,139857590466304,182.122.145.49,54239,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /boaform/admin/formLogin,True,,2025-07-13 13:32:19.656397
407,[Sun Jul 13 21:12:25.317512 2025] [proxy:warn] [pid 3968:tid 139857120704256] [client 59.94.125.247:38928] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /boaform/admin/formLogin,Sun Jul 13 21:12:25.317512 2025,[Sun Jul 13 21:12:25.317512 2025] [proxy:warn] [pid 3968:tid 139857120704256] [client 59.94.125.247:38928] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /boaform/admin/formLogin,True,proxy,warn,3968,139857120704256,59.94.125.247,38928,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /boaform/admin/formLogin,True,,2025-07-13 21:12:25.317512
408,[Mon Jul 14 06:50:38.676525 2025] [proxy:warn] [pid 3969:tid 139858135729920] [client 121.186.31.54:47532] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /MyAdmin/scripts/setup.php,Mon Jul 14 06:50:38.676525 2025,[Mon Jul 14 06:50:38.676525 2025] [proxy:warn] [pid 3969:tid 139858135729920] [client 121.186.31.54:47532] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /MyAdmin/scripts/setup.php,True,proxy,warn,3969,139858135729920,121.186.31.54,47532,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /MyAdmin/scripts/setup.php,True,,2025-07-14 06:50:38.676525
409,[Mon Jul 14 06:50:38.691259 2025] [proxy:warn] [pid 3967:tid 139857749796608] [client 121.186.31.54:47536] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.0.2/scripts/setup.php,Mon Jul 14 06:50:38.691259 2025,[Mon Jul 14 06:50:38.691259 2025] [proxy:warn] [pid 3967:tid 139857749796608] [client 121.186.31.54:47536] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.0.2/scripts/setup.php,True,proxy,warn,3967,139857749796608,121.186.31.54,47536,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.0.2/scripts/setup.php,True,,2025-07-14 06:50:38.691259
410,[Mon Jul 14 06:50:38.706392 2025] [proxy:warn] [pid 4214:tid 139857590466304] [client 121.186.31.54:47542] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /web/phpMyAdmin/scripts/setup.php,Mon Jul 14 06:50:38.706392 2025,[Mon Jul 14 06:50:38.706392 2025] [proxy:warn] [pid 4214:tid 139857590466304] [client 121.186.31.54:47542] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /web/phpMyAdmin/scripts/setup.php,True,proxy,warn,4214,139857590466304,121.186.31.54,47542,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /web/phpMyAdmin/scripts/setup.php,True,,2025-07-14 06:50:38.706392
411,[Mon Jul 14 06:50:38.718837 2025] [proxy:warn] [pid 3969:tid 139858118944512] [client 121.186.31.54:47556] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /SQL/scripts/setup.php,Mon Jul 14 06:50:38.718837 2025,[Mon Jul 14 06:50:38.718837 2025] [proxy:warn] [pid 3969:tid 139858118944512] [client 121.186.31.54:47556] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /SQL/scripts/setup.php,True,proxy,warn,3969,139858118944512,121.186.31.54,47556,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /SQL/scripts/setup.php,True,,2025-07-14 06:50:38.718837
412,[Mon Jul 14 06:50:38.732118 2025] [proxy:warn] [pid 3968:tid 139857858901760] [client 121.186.31.54:47570] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /webadmin/scripts/setup.php,Mon Jul 14 06:50:38.732118 2025,[Mon Jul 14 06:50:38.732118 2025] [proxy:warn] [pid 3968:tid 139857858901760] [client 121.186.31.54:47570] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /webadmin/scripts/setup.php,True,proxy,warn,3968,139857858901760,121.186.31.54,47570,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /webadmin/scripts/setup.php,True,,2025-07-14 06:50:38.732118
413,[Mon Jul 14 06:50:38.746590 2025] [proxy:warn] [pid 4214:tid 139857481426688] [client 121.186.31.54:47580] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sqlmanager/scripts/setup.php,Mon Jul 14 06:50:38.746590 2025,[Mon Jul 14 06:50:38.746590 2025] [proxy:warn] [pid 4214:tid 139857481426688] [client 121.186.31.54:47580] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sqlmanager/scripts/setup.php,True,proxy,warn,4214,139857481426688,121.186.31.54,47580,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sqlmanager/scripts/setup.php,True,,2025-07-14 06:50:38.746590
414,[Mon Jul 14 06:50:38.761485 2025] [proxy:warn] [pid 3967:tid 139858001315584] [client 121.186.31.54:47584] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /admin/scripts/setup.php,Mon Jul 14 06:50:38.761485 2025,[Mon Jul 14 06:50:38.761485 2025] [proxy:warn] [pid 3967:tid 139858001315584] [client 121.186.31.54:47584] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /admin/scripts/setup.php,True,proxy,warn,3967,139858001315584,121.186.31.54,47584,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /admin/scripts/setup.php,True,,2025-07-14 06:50:38.761485
415,[Mon Jul 14 06:50:38.776210 2025] [proxy:warn] [pid 3967:tid 139857833723648] [client 121.186.31.54:47594] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpma/scripts/setup.php,Mon Jul 14 06:50:38.776210 2025,[Mon Jul 14 06:50:38.776210 2025] [proxy:warn] [pid 3967:tid 139857833723648] [client 121.186.31.54:47594] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpma/scripts/setup.php,True,proxy,warn,3967,139857833723648,121.186.31.54,47594,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpma/scripts/setup.php,True,,2025-07-14 06:50:38.776210
416,[Mon Jul 14 06:50:38.789664 2025] [proxy:warn] [pid 4214:tid 139857464641280] [client 121.186.31.54:47598] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /PHPMYADMIN/scripts/setup.php,Mon Jul 14 06:50:38.789664 2025,[Mon Jul 14 06:50:38.789664 2025] [proxy:warn] [pid 4214:tid 139857464641280] [client 121.186.31.54:47598] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /PHPMYADMIN/scripts/setup.php,True,proxy,warn,4214,139857464641280,121.186.31.54,47598,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /PHPMYADMIN/scripts/setup.php,True,,2025-07-14 06:50:38.789664
417,[Mon Jul 14 06:50:38.804948 2025] [proxy:warn] [pid 4214:tid 139857447855872] [client 121.186.31.54:47608] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /myadmin/scripts/setup.php,Mon Jul 14 06:50:38.804948 2025,[Mon Jul 14 06:50:38.804948 2025] [proxy:warn] [pid 4214:tid 139857447855872] [client 121.186.31.54:47608] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /myadmin/scripts/setup.php,True,proxy,warn,4214,139857447855872,121.186.31.54,47608,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /myadmin/scripts/setup.php,True,,2025-07-14 06:50:38.804948
418,[Mon Jul 14 06:50:38.819590 2025] [proxy:warn] [pid 4214:tid 139857087166208] [client 121.186.31.54:47618] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sql/scripts/setup.php,Mon Jul 14 06:50:38.819590 2025,[Mon Jul 14 06:50:38.819590 2025] [proxy:warn] [pid 4214:tid 139857087166208] [client 121.186.31.54:47618] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sql/scripts/setup.php,True,proxy,warn,4214,139857087166208,121.186.31.54,47618,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sql/scripts/setup.php,True,,2025-07-14 06:50:38.819590
419,[Mon Jul 14 06:50:38.832212 2025] [proxy:warn] [pid 3968:tid 139857842116352] [client 121.186.31.54:47626] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /mysql/scripts/setup.php,Mon Jul 14 06:50:38.832212 2025,[Mon Jul 14 06:50:38.832212 2025] [proxy:warn] [pid 3968:tid 139857842116352] [client 121.186.31.54:47626] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /mysql/scripts/setup.php,True,proxy,warn,3968,139857842116352,121.186.31.54,47626,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /mysql/scripts/setup.php,True,,2025-07-14 06:50:38.832212
420,[Mon Jul 14 06:50:38.846005 2025] [proxy:warn] [pid 3969:tid 139858102159104] [client 121.186.31.54:47640] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /mysql-admin/scripts/setup.php,Mon Jul 14 06:50:38.846005 2025,[Mon Jul 14 06:50:38.846005 2025] [proxy:warn] [pid 3969:tid 139858102159104] [client 121.186.31.54:47640] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /mysql-admin/scripts/setup.php,True,proxy,warn,3969,139858102159104,121.186.31.54,47640,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /mysql-admin/scripts/setup.php,True,,2025-07-14 06:50:38.846005
421,[Mon Jul 14 06:50:38.860503 2025] [proxy:warn] [pid 3968:tid 139857145882368] [client 121.186.31.54:47652] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /db/scripts/setup.php,Mon Jul 14 06:50:38.860503 2025,[Mon Jul 14 06:50:38.860503 2025] [proxy:warn] [pid 3968:tid 139857145882368] [client 121.186.31.54:47652] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /db/scripts/setup.php,True,proxy,warn,3968,139857145882368,121.186.31.54,47652,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /db/scripts/setup.php,True,,2025-07-14 06:50:38.860503
422,[Mon Jul 14 06:50:38.874765 2025] [proxy:warn] [pid 3968:tid 139857129096960] [client 121.186.31.54:47662] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /dbadmin/scripts/setup.php,Mon Jul 14 06:50:38.874765 2025,[Mon Jul 14 06:50:38.874765 2025] [proxy:warn] [pid 3968:tid 139857129096960] [client 121.186.31.54:47662] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /dbadmin/scripts/setup.php,True,proxy,warn,3968,139857129096960,121.186.31.54,47662,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /dbadmin/scripts/setup.php,True,,2025-07-14 06:50:38.874765
423,[Mon Jul 14 06:50:38.889785 2025] [proxy:warn] [pid 4214:tid 139857070380800] [client 121.186.31.54:47674] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sqlweb/scripts/setup.php,Mon Jul 14 06:50:38.889785 2025,[Mon Jul 14 06:50:38.889785 2025] [proxy:warn] [pid 4214:tid 139857070380800] [client 121.186.31.54:47674] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sqlweb/scripts/setup.php,True,proxy,warn,4214,139857070380800,121.186.31.54,47674,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sqlweb/scripts/setup.php,True,,2025-07-14 06:50:38.889785
424,[Mon Jul 14 06:50:38.903509 2025] [proxy:warn] [pid 3967:tid 139857850509056] [client 121.186.31.54:47682] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin2/scripts/setup.php,Mon Jul 14 06:50:38.903509 2025,[Mon Jul 14 06:50:38.903509 2025] [proxy:warn] [pid 3967:tid 139857850509056] [client 121.186.31.54:47682] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin2/scripts/setup.php,True,proxy,warn,3967,139857850509056,121.186.31.54,47682,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin2/scripts/setup.php,True,,2025-07-14 06:50:38.903509
425,[Mon Jul 14 06:50:38.916482 2025] [proxy:warn] [pid 3969:tid 139858085373696] [client 121.186.31.54:47692] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.3/scripts/setup.php,Mon Jul 14 06:50:38.916482 2025,[Mon Jul 14 06:50:38.916482 2025] [proxy:warn] [pid 3969:tid 139858085373696] [client 121.186.31.54:47692] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.3/scripts/setup.php,True,proxy,warn,3969,139858085373696,121.186.31.54,47692,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.3/scripts/setup.php,True,,2025-07-14 06:50:38.916482
426,[Mon Jul 14 06:50:38.931408 2025] [proxy:warn] [pid 3969:tid 139858068588288] [client 121.186.31.54:47698] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /php/scripts/setup.php,Mon Jul 14 06:50:38.931408 2025,[Mon Jul 14 06:50:38.931408 2025] [proxy:warn] [pid 3969:tid 139858068588288] [client 121.186.31.54:47698] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /php/scripts/setup.php,True,proxy,warn,3969,139858068588288,121.186.31.54,47698,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /php/scripts/setup.php,True,,2025-07-14 06:50:38.931408
427,[Mon Jul 14 06:50:38.946750 2025] [proxy:warn] [pid 3969:tid 139858051802880] [client 121.186.31.54:47710] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.1.2/scripts/setup.php,Mon Jul 14 06:50:38.946750 2025,[Mon Jul 14 06:50:38.946750 2025] [proxy:warn] [pid 3969:tid 139858051802880] [client 121.186.31.54:47710] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.1.2/scripts/setup.php,True,proxy,warn,3969,139858051802880,121.186.31.54,47710,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.1.2/scripts/setup.php,True,,2025-07-14 06:50:38.946750
428,[Mon Jul 14 06:50:38.960453 2025] [proxy:warn] [pid 3967:tid 139857867294464] [client 121.186.31.54:47714] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpmyadmin/scripts/setup.php,Mon Jul 14 06:50:38.960453 2025,[Mon Jul 14 06:50:38.960453 2025] [proxy:warn] [pid 3967:tid 139857867294464] [client 121.186.31.54:47714] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpmyadmin/scripts/setup.php,True,proxy,warn,3967,139857867294464,121.186.31.54,47714,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpmyadmin/scripts/setup.php,True,,2025-07-14 06:50:38.960453
429,[Mon Jul 14 06:50:38.974248 2025] [proxy:warn] [pid 3969:tid 139858035017472] [client 121.186.31.54:47716] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /pma/scripts/setup.php,Mon Jul 14 06:50:38.974248 2025,[Mon Jul 14 06:50:38.974248 2025] [proxy:warn] [pid 3969:tid 139858035017472] [client 121.186.31.54:47716] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /pma/scripts/setup.php,True,proxy,warn,3969,139858035017472,121.186.31.54,47716,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /pma/scripts/setup.php,True,,2025-07-14 06:50:38.974248
430,[Mon Jul 14 06:50:38.988193 2025] [proxy:warn] [pid 3967:tid 139857884079872] [client 121.186.31.54:47726] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.9.2/scripts/setup.php,Mon Jul 14 06:50:38.988193 2025,[Mon Jul 14 06:50:38.988193 2025] [proxy:warn] [pid 3967:tid 139857884079872] [client 121.186.31.54:47726] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.9.2/scripts/setup.php,True,proxy,warn,3967,139857884079872,121.186.31.54,47726,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.9.2/scripts/setup.php,True,,2025-07-14 06:50:38.988193
431,[Mon Jul 14 06:50:39.002551 2025] [proxy:warn] [pid 4214:tid 139858160908032] [client 121.186.31.54:47736] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin/scripts/setup.php,Mon Jul 14 06:50:39.002551 2025,[Mon Jul 14 06:50:39.002551 2025] [proxy:warn] [pid 4214:tid 139858160908032] [client 121.186.31.54:47736] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin/scripts/setup.php,True,proxy,warn,4214,139858160908032,121.186.31.54,47736,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin/scripts/setup.php,True,,2025-07-14 06:50:39.002551
432,[Mon Jul 14 06:50:39.016982 2025] [proxy:warn] [pid 4214:tid 139858144122624] [client 121.186.31.54:47746] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /_phpMyAdmin/scripts/setup.php,Mon Jul 14 06:50:39.016982 2025,[Mon Jul 14 06:50:39.016982 2025] [proxy:warn] [pid 4214:tid 139858144122624] [client 121.186.31.54:47746] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /_phpMyAdmin/scripts/setup.php,True,proxy,warn,4214,139858144122624,121.186.31.54,47746,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /_phpMyAdmin/scripts/setup.php,True,,2025-07-14 06:50:39.016982
